Collection,Scanner,Ballot id,Contest,Selections
PBC1,scanner1,bid1,Mayor,Alice
PBC1,scanner1,bid2,Mayor,Alice
PBC1,scanner1,bid3,Mayor,Alice
PBC1,scanner1,bid4,Mayor,Alice
PBC1,scanner1,bid5,Mayor,Alice
PBC1,scanner1,bid6,Mayor,Alice
PBC1,scanner1,bid7,Mayor,Alice
PBC1,scanner1,bid8,Mayor,Alice
PBC1,scanner1,bid9,Mayor,Bob
PBC1,scanner1,bid10,Mayor,Alice
PBC1,scanner1,bid11,Mayor,Bob
PBC1,scanner1,bid12,Mayor,Bob
PBC1,scanner1,bid13,Mayor,Bob
PBC1,scanner1,bid14,Mayor,Alice
PBC1,scanner1,bid15,Mayor,Alice
PBC1,scanner1,bid16,Mayor,Alice
PBC1,scanner1,bid17,Mayor,Alice
PBC1,scanner1,bid18,Mayor,Alice
PBC1,scanner1,bid19,Mayor,Bob
PBC1,scanner1,bid20,Mayor,Bob
PBC1,scanner1,bid21,Mayor,Bob
PBC1,scanner1,bid22,Mayor,Alice
PBC1,scanner1,bid23,Mayor,Bob
PBC1,scanner1,bid24,Mayor,Alice
PBC1,scanner1,bid25,Mayor,Alice
PBC1,scanner1,bid26,Mayor,Bob
PBC1,scanner1,bid27,Mayor,Alice
PBC1,scanner1,bid28,Mayor,Alice
PBC1,scanner1,bid29,Mayor,Alice
PBC1,scanner1,bid30,Mayor,Alice
PBC1,scanner1,bid31,Mayor,Alice
PBC1,scanner1,bid32,Mayor,Bob
PBC1,scanner1,bid33,Mayor,Alice
PBC1,scanner1,bid34,Mayor,Alice
PBC1,scanner1,bid35,Mayor,Bob
PBC1,scanner1,bid36,Mayor,Alice
PBC1,scanner1,bid37,Mayor,Alice
PBC1,scanner1,bid38,Mayor,Alice
PBC1,scanner1,bid39,Mayor,Bob
PBC1,scanner1,bid40,Mayor,Alice
PBC1,scanner1,bid41,Mayor,Alice
PBC1,scanner1,bid42,Mayor,Bob
PBC1,scanner1,bid43,Mayor,Bob
PBC1,scanner1,bid44,Mayor,Bob
PBC1,scanner1,bid45,Mayor,Alice
PBC1,scanner1,bid46,Mayor,Bob
PBC1,scanner1,bid47,Mayor,Bob
PBC1,scanner1,bid48,Mayor,Bob
PBC1,scanner1,bid49,Mayor,Alice
PBC1,scanner1,bid50,Mayor,Bob
PBC1,scanner1,bid51,Mayor,Alice
PBC1,scanner1,bid52,Mayor,Bob
PBC1,scanner1,bid53,Mayor,Alice
PBC1,scanner1,bid54,Mayor,Bob
PBC1,scanner1,bid55,Mayor,Bob
PBC1,scanner1,bid56,Mayor,Bob
PBC1,scanner1,bid57,Mayor,Bob
PBC1,scanner1,bid58,Mayor,Bob
PBC1,scanner1,bid59,Mayor,Bob
PBC1,scanner1,bid60,Mayor,Bob
PBC1,scanner1,bid61,Mayor,Bob
PBC1,scanner1,bid62,Mayor,Alice
PBC1,scanner1,bid63,Mayor,Bob
PBC1,scanner1,bid64,Mayor,Bob
PBC1,scanner1,bid65,Mayor,Bob
PBC1,scanner1,bid66,Mayor,Alice
PBC1,scanner1,bid67,Mayor,Alice
PBC1,scanner1,bid68,Mayor,Bob
PBC1,scanner1,bid69,Mayor,Alice
PBC1,scanner1,bid70,Mayor,Alice
PBC1,scanner1,bid71,Mayor,Bob
PBC1,scanner1,bid72,Mayor,Bob
PBC1,scanner1,bid73,Mayor,Bob
PBC1,scanner1,bid74,Mayor,Bob
PBC1,scanner1,bid75,Mayor,Alice
PBC1,scanner1,bid76,Mayor,Alice
PBC1,scanner1,bid77,Mayor,Bob
PBC1,scanner1,bid78,Mayor,Bob
PBC1,scanner1,bid79,Mayor,Alice
PBC1,scanner1,bid80,Mayor,Bob
PBC1,scanner1,bid81,Mayor,Bob
PBC1,scanner1,bid82,Mayor,Alice
PBC1,scanner1,bid83,Mayor,Bob
PBC1,scanner1,bid84,Mayor,Bob
PBC1,scanner1,bid85,Mayor,Alice
PBC1,scanner1,bid86,Mayor,Bob
PBC1,scanner1,bid87,Mayor,Bob
PBC1,scanner1,bid88,Mayor,Bob
PBC1,scanner1,bid89,Mayor,Alice
PBC1,scanner1,bid90,Mayor,Bob
PBC1,scanner1,bid91,Mayor,Bob
PBC1,scanner1,bid92,Mayor,Alice
PBC1,scanner1,bid93,Mayor,Bob
PBC1,scanner1,bid94,Mayor,Alice
PBC1,scanner1,bid95,Mayor,Alice
PBC1,scanner1,bid96,Mayor,Bob
PBC1,scanner1,bid97,Mayor,Bob
PBC1,scanner1,bid98,Mayor,Bob
PBC1,scanner1,bid99,Mayor,Bob
PBC1,scanner1,bid100,Mayor,Bob
PBC1,scanner1,bid101,Mayor,Bob
PBC1,scanner1,bid102,Mayor,Alice
PBC1,scanner1,bid103,Mayor,Bob
PBC1,scanner1,bid104,Mayor,Alice
PBC1,scanner1,bid105,Mayor,Bob
PBC1,scanner1,bid106,Mayor,Bob
PBC1,scanner1,bid107,Mayor,Bob
PBC1,scanner1,bid108,Mayor,Bob
PBC1,scanner1,bid109,Mayor,Alice
PBC1,scanner1,bid110,Mayor,Alice
PBC1,scanner1,bid111,Mayor,Bob
PBC1,scanner1,bid112,Mayor,Bob
PBC1,scanner1,bid113,Mayor,Bob
PBC1,scanner1,bid114,Mayor,Alice
PBC1,scanner1,bid115,Mayor,Alice
PBC1,scanner1,bid116,Mayor,Alice
PBC1,scanner1,bid117,Mayor,Alice
PBC1,scanner1,bid118,Mayor,Alice
PBC1,scanner1,bid119,Mayor,Alice
PBC1,scanner1,bid120,Mayor,Bob
PBC1,scanner1,bid121,Mayor,Bob
PBC1,scanner1,bid122,Mayor,Alice
PBC1,scanner1,bid123,Mayor,Alice
PBC1,scanner1,bid124,Mayor,Bob
PBC1,scanner1,bid125,Mayor,Alice
PBC1,scanner1,bid126,Mayor,Alice
PBC1,scanner1,bid127,Mayor,Alice
PBC1,scanner1,bid128,Mayor,Alice
PBC1,scanner1,bid129,Mayor,Bob
PBC1,scanner1,bid130,Mayor,Bob
PBC1,scanner1,bid131,Mayor,Alice
PBC1,scanner1,bid132,Mayor,Alice
PBC1,scanner1,bid133,Mayor,Alice
PBC1,scanner1,bid134,Mayor,Alice
PBC1,scanner1,bid135,Mayor,Alice
PBC1,scanner1,bid136,Mayor,Bob
PBC1,scanner1,bid137,Mayor,Bob
PBC1,scanner1,bid138,Mayor,Bob
PBC1,scanner1,bid139,Mayor,Alice
PBC1,scanner1,bid140,Mayor,Bob
PBC1,scanner1,bid141,Mayor,Bob
PBC1,scanner1,bid142,Mayor,Alice
PBC1,scanner1,bid143,Mayor,Alice
PBC1,scanner1,bid144,Mayor,Bob
PBC1,scanner1,bid145,Mayor,Alice
PBC1,scanner1,bid146,Mayor,Bob
PBC1,scanner1,bid147,Mayor,Bob
PBC1,scanner1,bid148,Mayor,Bob
PBC1,scanner1,bid149,Mayor,Alice
PBC1,scanner1,bid150,Mayor,Alice
PBC1,scanner1,bid151,Mayor,Alice
PBC1,scanner1,bid152,Mayor,Bob
PBC1,scanner1,bid153,Mayor,Bob
PBC1,scanner1,bid154,Mayor,Bob
PBC1,scanner1,bid155,Mayor,Bob
PBC1,scanner1,bid156,Mayor,Alice
PBC1,scanner1,bid157,Mayor,Bob
PBC1,scanner1,bid158,Mayor,Alice
PBC1,scanner1,bid159,Mayor,Alice
PBC1,scanner1,bid160,Mayor,Bob
PBC1,scanner1,bid161,Mayor,Alice
PBC1,scanner1,bid162,Mayor,Bob
PBC1,scanner1,bid163,Mayor,Bob
PBC1,scanner1,bid164,Mayor,Alice
PBC1,scanner1,bid165,Mayor,Bob
PBC1,scanner1,bid166,Mayor,Bob
PBC1,scanner1,bid167,Mayor,Bob
PBC1,scanner1,bid168,Mayor,Alice
PBC1,scanner1,bid169,Mayor,Bob
PBC1,scanner1,bid170,Mayor,Bob
PBC1,scanner1,bid171,Mayor,Alice
PBC1,scanner1,bid172,Mayor,Bob
PBC1,scanner1,bid173,Mayor,Alice
PBC1,scanner1,bid174,Mayor,Alice
PBC1,scanner1,bid175,Mayor,Alice
PBC1,scanner1,bid176,Mayor,Alice
PBC1,scanner1,bid177,Mayor,Alice
PBC1,scanner1,bid178,Mayor,Alice
PBC1,scanner1,bid179,Mayor,Alice
PBC1,scanner1,bid180,Mayor,Bob
PBC1,scanner1,bid181,Mayor,Alice
PBC1,scanner1,bid182,Mayor,Bob
PBC1,scanner1,bid183,Mayor,Bob
PBC1,scanner1,bid184,Mayor,Alice
PBC1,scanner1,bid185,Mayor,Alice
PBC1,scanner1,bid186,Mayor,Alice
PBC1,scanner1,bid187,Mayor,Bob
PBC1,scanner1,bid188,Mayor,Bob
PBC1,scanner1,bid189,Mayor,Bob
PBC1,scanner1,bid190,Mayor,Alice
PBC1,scanner1,bid191,Mayor,Bob
PBC1,scanner1,bid192,Mayor,Bob
PBC1,scanner1,bid193,Mayor,Alice
PBC1,scanner1,bid194,Mayor,Bob
PBC1,scanner1,bid195,Mayor,Alice
PBC1,scanner1,bid196,Mayor,Bob
PBC1,scanner1,bid197,Mayor,Alice
PBC1,scanner1,bid198,Mayor,Bob
PBC1,scanner1,bid199,Mayor,Alice
PBC1,scanner1,bid200,Mayor,Alice
PBC1,scanner1,bid201,Mayor,Bob
PBC1,scanner1,bid202,Mayor,Alice
PBC1,scanner1,bid203,Mayor,Bob
PBC1,scanner1,bid204,Mayor,Bob
PBC1,scanner1,bid205,Mayor,Alice
PBC1,scanner1,bid206,Mayor,Bob
PBC1,scanner1,bid207,Mayor,Bob
PBC1,scanner1,bid208,Mayor,Alice
PBC1,scanner1,bid209,Mayor,Bob
PBC1,scanner1,bid210,Mayor,Alice
PBC1,scanner1,bid211,Mayor,Alice
PBC1,scanner1,bid212,Mayor,Alice
PBC1,scanner1,bid213,Mayor,Alice
PBC1,scanner1,bid214,Mayor,Alice
PBC1,scanner1,bid215,Mayor,Alice
PBC1,scanner1,bid216,Mayor,Bob
PBC1,scanner1,bid217,Mayor,Alice
PBC1,scanner1,bid218,Mayor,Bob
PBC1,scanner1,bid219,Mayor,Alice
PBC1,scanner1,bid220,Mayor,Alice
PBC1,scanner1,bid221,Mayor,Alice
PBC1,scanner1,bid222,Mayor,Bob
PBC1,scanner1,bid223,Mayor,Alice
PBC1,scanner1,bid224,Mayor,Bob
PBC1,scanner1,bid225,Mayor,Bob
PBC1,scanner1,bid226,Mayor,Alice
PBC1,scanner1,bid227,Mayor,Alice
PBC1,scanner1,bid228,Mayor,Bob
PBC1,scanner1,bid229,Mayor,Alice
PBC1,scanner1,bid230,Mayor,Alice
PBC1,scanner1,bid231,Mayor,Alice
PBC1,scanner1,bid232,Mayor,Alice
PBC1,scanner1,bid233,Mayor,Bob
PBC1,scanner1,bid234,Mayor,Alice
PBC1,scanner1,bid235,Mayor,Bob
PBC1,scanner1,bid236,Mayor,Alice
PBC1,scanner1,bid237,Mayor,Bob
PBC1,scanner1,bid238,Mayor,Alice
PBC1,scanner1,bid239,Mayor,Alice
PBC1,scanner1,bid240,Mayor,Bob
PBC1,scanner1,bid241,Mayor,Bob
PBC1,scanner1,bid242,Mayor,Bob
PBC1,scanner1,bid243,Mayor,Bob
PBC1,scanner1,bid244,Mayor,Bob
PBC1,scanner1,bid245,Mayor,Alice
PBC1,scanner1,bid246,Mayor,Alice
PBC1,scanner1,bid247,Mayor,Alice
PBC1,scanner1,bid248,Mayor,Bob
PBC1,scanner1,bid249,Mayor,Alice
PBC1,scanner1,bid250,Mayor,Bob
PBC1,scanner1,bid251,Mayor,Bob
PBC1,scanner1,bid252,Mayor,Bob
PBC1,scanner1,bid253,Mayor,Alice
PBC1,scanner1,bid254,Mayor,Bob
PBC1,scanner1,bid255,Mayor,Alice
PBC1,scanner1,bid256,Mayor,Bob
PBC1,scanner1,bid257,Mayor,Bob
PBC1,scanner1,bid258,Mayor,Alice
PBC1,scanner1,bid259,Mayor,Alice
PBC1,scanner1,bid260,Mayor,Bob
PBC1,scanner1,bid261,Mayor,Bob
PBC1,scanner1,bid262,Mayor,Alice
PBC1,scanner1,bid263,Mayor,Alice
PBC1,scanner1,bid264,Mayor,Alice
PBC1,scanner1,bid265,Mayor,Bob
PBC1,scanner1,bid266,Mayor,Bob
PBC1,scanner1,bid267,Mayor,Bob
PBC1,scanner1,bid268,Mayor,Alice
PBC1,scanner1,bid269,Mayor,Alice
PBC1,scanner1,bid270,Mayor,Alice
PBC1,scanner1,bid271,Mayor,Bob
PBC1,scanner1,bid272,Mayor,Alice
PBC1,scanner1,bid273,Mayor,Alice
PBC1,scanner1,bid274,Mayor,Bob
PBC1,scanner1,bid275,Mayor,Alice
PBC1,scanner1,bid276,Mayor,Alice
PBC1,scanner1,bid277,Mayor,Alice
PBC1,scanner1,bid278,Mayor,Bob
PBC1,scanner1,bid279,Mayor,Bob
PBC1,scanner1,bid280,Mayor,Alice
PBC1,scanner1,bid281,Mayor,Bob
PBC1,scanner1,bid282,Mayor,Alice
PBC1,scanner1,bid283,Mayor,Alice
PBC1,scanner1,bid284,Mayor,Bob
PBC1,scanner1,bid285,Mayor,Bob
PBC1,scanner1,bid286,Mayor,Bob
PBC1,scanner1,bid287,Mayor,Alice
PBC1,scanner1,bid288,Mayor,Alice
PBC1,scanner1,bid289,Mayor,Bob
PBC1,scanner1,bid290,Mayor,Bob
PBC1,scanner1,bid291,Mayor,Bob
PBC1,scanner1,bid292,Mayor,Bob
PBC1,scanner1,bid293,Mayor,Bob
PBC1,scanner1,bid294,Mayor,Bob
PBC1,scanner1,bid295,Mayor,Bob
PBC1,scanner1,bid296,Mayor,Bob
PBC1,scanner1,bid297,Mayor,Bob
PBC1,scanner1,bid298,Mayor,Alice
PBC1,scanner1,bid299,Mayor,Bob
PBC1,scanner1,bid300,Mayor,Alice
PBC1,scanner1,bid301,Mayor,Bob
PBC1,scanner1,bid302,Mayor,Alice
PBC1,scanner1,bid303,Mayor,Alice
PBC1,scanner1,bid304,Mayor,Alice
PBC1,scanner1,bid305,Mayor,Bob
PBC1,scanner1,bid306,Mayor,Bob
PBC1,scanner1,bid307,Mayor,Alice
PBC1,scanner1,bid308,Mayor,Alice
PBC1,scanner1,bid309,Mayor,Alice
PBC1,scanner1,bid310,Mayor,Bob
PBC1,scanner1,bid311,Mayor,Alice
PBC1,scanner1,bid312,Mayor,Bob
PBC1,scanner1,bid313,Mayor,Bob
PBC1,scanner1,bid314,Mayor,Alice
PBC1,scanner1,bid315,Mayor,Bob
PBC1,scanner1,bid316,Mayor,Bob
PBC1,scanner1,bid317,Mayor,Alice
PBC1,scanner1,bid318,Mayor,Alice
PBC1,scanner1,bid319,Mayor,Bob
PBC1,scanner1,bid320,Mayor,Bob
PBC1,scanner1,bid321,Mayor,Bob
PBC1,scanner1,bid322,Mayor,Alice
PBC1,scanner1,bid323,Mayor,Bob
PBC1,scanner1,bid324,Mayor,Bob
PBC1,scanner1,bid325,Mayor,Bob
PBC1,scanner1,bid326,Mayor,Alice
PBC1,scanner1,bid327,Mayor,Alice
PBC1,scanner1,bid328,Mayor,Alice
PBC1,scanner1,bid329,Mayor,Alice
PBC1,scanner1,bid330,Mayor,Alice
PBC1,scanner1,bid331,Mayor,Bob
PBC1,scanner1,bid332,Mayor,Bob
PBC1,scanner1,bid333,Mayor,Alice
PBC1,scanner1,bid334,Mayor,Bob
PBC1,scanner1,bid335,Mayor,Bob
PBC1,scanner1,bid336,Mayor,Alice
PBC1,scanner1,bid337,Mayor,Alice
PBC1,scanner1,bid338,Mayor,Bob
PBC1,scanner1,bid339,Mayor,Bob
PBC1,scanner1,bid340,Mayor,Bob
PBC1,scanner1,bid341,Mayor,Bob
PBC1,scanner1,bid342,Mayor,Bob
PBC1,scanner1,bid343,Mayor,Alice
PBC1,scanner1,bid344,Mayor,Bob
PBC1,scanner1,bid345,Mayor,Alice
PBC1,scanner1,bid346,Mayor,Alice
PBC1,scanner1,bid347,Mayor,Bob
PBC1,scanner1,bid348,Mayor,Alice
PBC1,scanner1,bid349,Mayor,Alice
PBC1,scanner1,bid350,Mayor,Bob
PBC1,scanner1,bid351,Mayor,Alice
PBC1,scanner1,bid352,Mayor,Bob
PBC1,scanner1,bid353,Mayor,Bob
PBC1,scanner1,bid354,Mayor,Alice
PBC1,scanner1,bid355,Mayor,Bob
PBC1,scanner1,bid356,Mayor,Alice
PBC1,scanner1,bid357,Mayor,Bob
PBC1,scanner1,bid358,Mayor,Bob
PBC1,scanner1,bid359,Mayor,Alice
PBC1,scanner1,bid360,Mayor,Bob
PBC1,scanner1,bid361,Mayor,Bob
PBC1,scanner1,bid362,Mayor,Alice
PBC1,scanner1,bid363,Mayor,Alice
PBC1,scanner1,bid364,Mayor,Alice
PBC1,scanner1,bid365,Mayor,Bob
PBC1,scanner1,bid366,Mayor,Bob
PBC1,scanner1,bid367,Mayor,Bob
PBC1,scanner1,bid368,Mayor,Bob
PBC1,scanner1,bid369,Mayor,Alice
PBC1,scanner1,bid370,Mayor,Alice
PBC1,scanner1,bid371,Mayor,Alice
PBC1,scanner1,bid372,Mayor,Alice
PBC1,scanner1,bid373,Mayor,Bob
PBC1,scanner1,bid374,Mayor,Alice
PBC1,scanner1,bid375,Mayor,Bob
PBC1,scanner1,bid376,Mayor,Alice
PBC1,scanner1,bid377,Mayor,Alice
PBC1,scanner1,bid378,Mayor,Alice
PBC1,scanner1,bid379,Mayor,Bob
PBC1,scanner1,bid380,Mayor,Alice
PBC1,scanner1,bid381,Mayor,Alice
PBC1,scanner1,bid382,Mayor,Alice
PBC1,scanner1,bid383,Mayor,Bob
PBC1,scanner1,bid384,Mayor,Bob
PBC1,scanner1,bid385,Mayor,Bob
PBC1,scanner1,bid386,Mayor,Alice
PBC1,scanner1,bid387,Mayor,Alice
PBC1,scanner1,bid388,Mayor,Bob
PBC1,scanner1,bid389,Mayor,Alice
PBC1,scanner1,bid390,Mayor,Bob
PBC1,scanner1,bid391,Mayor,Alice
PBC1,scanner1,bid392,Mayor,Alice
PBC1,scanner1,bid393,Mayor,Bob
PBC1,scanner1,bid394,Mayor,Bob
PBC1,scanner1,bid395,Mayor,Alice
PBC1,scanner1,bid396,Mayor,Alice
PBC1,scanner1,bid397,Mayor,Alice
PBC1,scanner1,bid398,Mayor,Alice
PBC1,scanner1,bid399,Mayor,Bob
PBC1,scanner1,bid400,Mayor,Bob
PBC1,scanner1,bid401,Mayor,Bob
PBC1,scanner1,bid402,Mayor,Bob
PBC1,scanner1,bid403,Mayor,Alice
PBC1,scanner1,bid404,Mayor,Alice
PBC1,scanner1,bid405,Mayor,Alice
PBC1,scanner1,bid406,Mayor,Bob
PBC1,scanner1,bid407,Mayor,Alice
PBC1,scanner1,bid408,Mayor,Alice
PBC1,scanner1,bid409,Mayor,Bob
PBC1,scanner1,bid410,Mayor,Bob
PBC1,scanner1,bid411,Mayor,Bob
PBC1,scanner1,bid412,Mayor,Alice
PBC1,scanner1,bid413,Mayor,Bob
PBC1,scanner1,bid414,Mayor,Bob
PBC1,scanner1,bid415,Mayor,Alice
PBC1,scanner1,bid416,Mayor,Alice
PBC1,scanner1,bid417,Mayor,Bob
PBC1,scanner1,bid418,Mayor,Alice
PBC1,scanner1,bid419,Mayor,Bob
PBC1,scanner1,bid420,Mayor,Alice
PBC1,scanner1,bid421,Mayor,Alice
PBC1,scanner1,bid422,Mayor,Bob
PBC1,scanner1,bid423,Mayor,Bob
PBC1,scanner1,bid424,Mayor,Bob
PBC1,scanner1,bid425,Mayor,Bob
PBC1,scanner1,bid426,Mayor,Alice
PBC1,scanner1,bid427,Mayor,Bob
PBC1,scanner1,bid428,Mayor,Bob
PBC1,scanner1,bid429,Mayor,Bob
PBC1,scanner1,bid430,Mayor,Bob
PBC1,scanner1,bid431,Mayor,Alice
PBC1,scanner1,bid432,Mayor,Bob
PBC1,scanner1,bid433,Mayor,Bob
PBC1,scanner1,bid434,Mayor,Bob
PBC1,scanner1,bid435,Mayor,Alice
PBC1,scanner1,bid436,Mayor,Bob
PBC1,scanner1,bid437,Mayor,Bob
PBC1,scanner1,bid438,Mayor,Alice
PBC1,scanner1,bid439,Mayor,Alice
PBC1,scanner1,bid440,Mayor,Alice
PBC1,scanner1,bid441,Mayor,Bob
PBC1,scanner1,bid442,Mayor,Alice
PBC1,scanner1,bid443,Mayor,Alice
PBC1,scanner1,bid444,Mayor,Alice
PBC1,scanner1,bid445,Mayor,Bob
PBC1,scanner1,bid446,Mayor,Bob
PBC1,scanner1,bid447,Mayor,Bob
PBC1,scanner1,bid448,Mayor,Alice
PBC1,scanner1,bid449,Mayor,Alice
PBC1,scanner1,bid450,Mayor,Alice
PBC1,scanner1,bid451,Mayor,Bob
PBC1,scanner1,bid452,Mayor,Bob
PBC1,scanner1,bid453,Mayor,Bob
PBC1,scanner1,bid454,Mayor,Bob
PBC1,scanner1,bid455,Mayor,Alice
PBC1,scanner1,bid456,Mayor,Bob
PBC1,scanner1,bid457,Mayor,Alice
PBC1,scanner1,bid458,Mayor,Alice
PBC1,scanner1,bid459,Mayor,Bob
PBC1,scanner1,bid460,Mayor,Alice
PBC1,scanner1,bid461,Mayor,Alice
PBC1,scanner1,bid462,Mayor,Bob
PBC1,scanner1,bid463,Mayor,Alice
PBC1,scanner1,bid464,Mayor,Alice
PBC1,scanner1,bid465,Mayor,Bob
PBC1,scanner1,bid466,Mayor,Bob
PBC1,scanner1,bid467,Mayor,Bob
PBC1,scanner1,bid468,Mayor,Alice
PBC1,scanner1,bid469,Mayor,Alice
PBC1,scanner1,bid470,Mayor,Bob
PBC1,scanner1,bid471,Mayor,Bob
PBC1,scanner1,bid472,Mayor,Bob
PBC1,scanner1,bid473,Mayor,Bob
PBC1,scanner1,bid474,Mayor,Alice
PBC1,scanner1,bid475,Mayor,Alice
PBC1,scanner1,bid476,Mayor,Alice
PBC1,scanner1,bid477,Mayor,Alice
PBC1,scanner1,bid478,Mayor,Alice
PBC1,scanner1,bid479,Mayor,Bob
PBC1,scanner1,bid480,Mayor,Alice
PBC1,scanner1,bid481,Mayor,Bob
PBC1,scanner1,bid482,Mayor,Bob
PBC1,scanner1,bid483,Mayor,Bob
PBC1,scanner1,bid484,Mayor,Alice
PBC1,scanner1,bid485,Mayor,Alice
PBC1,scanner1,bid486,Mayor,Alice
PBC1,scanner1,bid487,Mayor,Bob
PBC1,scanner1,bid488,Mayor,Alice
PBC1,scanner1,bid489,Mayor,Alice
PBC1,scanner1,bid490,Mayor,Alice
PBC1,scanner1,bid491,Mayor,Bob
PBC1,scanner1,bid492,Mayor,Alice
PBC1,scanner1,bid493,Mayor,Alice
PBC1,scanner1,bid494,Mayor,Alice
PBC1,scanner1,bid495,Mayor,Bob
PBC1,scanner1,bid496,Mayor,Bob
PBC1,scanner1,bid497,Mayor,Alice
PBC1,scanner1,bid498,Mayor,Alice
PBC1,scanner1,bid499,Mayor,Alice
PBC1,scanner1,bid500,Mayor,Bob
